1	если	если	SCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2900.41#2900.732
2	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#2900.732#2901.054
3	попросят	просить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2901.054#2901.376
4	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2901.376#2901.698
5	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2901.698#2902.02
6	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#2902.02#2902.342
7	просили	просить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2902.342#2902.664
8	наверняка	наверняка	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2902.664#2902.986
9	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2902.986#2903.308
10	назвать	назвать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2903.308#2903.63
11	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2903.63#2903.952
12	кроме	кроме	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#2903.952#2904.274
13	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#2904.274#2904.596
14	самого	сам	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2904.596#2904.918
15	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2904.918#2905.24
16	трёх	три	NUM	_	Case=Loc	_	_	_	@nns1982m-words#@nns1982m#2905.24#2905.562
17	самых	самый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@nns1982m-words#@nns1982m#2905.562#2905.884
18	сильных	сильный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@nns1982m-words#@nns1982m#2905.884#2906.206
19	игроков	игрок	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@nns1982m-words#@nns1982m#2906.206#2906.528
20	чтогдекогда	чтогдекогда	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2906.528#2906.85
21	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2906.85#2907.172
22	в	в	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#2907.172#2907.494
23	истории	история	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2907.494#2907.816
24	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2907.816#2908.138
25	кого	кто	PRON	_	Case=Acc	_	_	_	@nns1982m-words#@nns1982m#2908.138#2908.46
26	назовешь	назвать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2908.46#2908.782
27	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2908.782#2909.11
28	#смеётся#	#смеётся#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2920.48#2923.27
29	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2944.01#2944.805
30	поддерживаю	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2944.805#2945.6
31	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2947.34#2947.557
32	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2947.557#2947.774
33	Двинятин	Двинятин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2947.774#2947.991
34	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2947.991#2948.21
35	то есть	то есть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2992.07#2992.31
36	одной	один	NUM	_	Case=Dat|Gender=Fem	_	_	_	@nns1982m-words#@nns1982m#2992.55#2992.79
37	команде	команда	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2992.79#2993.03
38	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@nns1982m-words#@nns1982m#2993.03#2993.27
39	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2993.27#2993.51
40	ни	ни	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2993.51#2993.75
41	одной	один	NUM	_	Case=Gen|Gender=Fem	_	_	_	@nns1982m-words#@nns1982m#2993.75#2993.99
42	игры	игра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2993.99#2994.23
43	не	не	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2994.23#2994.47
44	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2994.47#2994.71
45	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2994.71#2994.95
46	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2994.95#2995.19
47	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2995.19#2995.43
48	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2995.71#2995.994
49	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2995.994#2996.278
50	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2996.278#2996.562
51	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2996.562#2996.846
52	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2996.846#2997.13
53	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2997.13#2997.414
54	собственно	собственно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#2997.414#2997.698
55	вот	вот	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#2997.698#2997.982
56	эээ…	эээ…	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2997.982#2998.266
57	т…	т…	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#2998.266#2998.55
58	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2998.55#2998.834
59	версия	версия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2998.834#2999.118
60	какая	какой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#2999.118#2999.402
61	или	или	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#2999.402#2999.686
62	может быть	может быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#2999.686#2999.97
63	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#3000.254#3000.538
64	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3000.538#3000.822
65	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3000.822#3001.106
66	почему	почему	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3001.106#3001.39
67	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3001.39#3001.674
68	всё-таки	все-таки	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3001.674#3001.958
69	принял	принять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3001.958#3002.242
70	решение	решение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3002.242#3002.526
71	завязать	завязать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3002.526#3002.81
72	с	с	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3002.81#3003.094
73	этим	этот	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3003.094#3003.378
74	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3003.378#3003.662
75	и	и	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3003.662#3003.946
76	навсегда	навсегда	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3003.946#3004.23
77	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3004.23#3004.53
78	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3024.4#3024.591
79	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@nns1982m-words#@nns1982m#3024.591#3024.782
80	больше	больше	ADV	_	Degree=Cmp	_	_	_	@nns1982m-words#@nns1982m#3024.782#3024.973
81	не	не	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3024.973#3025.164
82	предлагали	предлагать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3025.164#3025.355
83	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3025.355#3025.55
84	но	но	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3108.77#3109.018
85	в	в	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3109.018#3109.266
86	ютьюбе	ютьюб	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3109.266#3109.514
87	её	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3109.514#3109.762
88	очень	очень	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3109.762#3110.01
89	много	много	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3110.01#3110.258
90	смотрят	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3110.258#3110.51
91	прости	прость	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3140.0#3140.291
92	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@nns1982m-words#@nns1982m#3140.291#3140.582
93	за	за	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3140.582#3140.873
94	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3140.873#3141.164
95	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3141.164#3141.455
96	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3141.455#3141.746
97	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3141.746#3142.037
98	как бы	как бы	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@nns1982m-words#@nns1982m#3142.037#3142.328
99	личный	личный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3142.619#3142.91
100	но	но	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3142.91#3143.201
101	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3143.201#3143.492
102	просто	просто	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3143.492#3143.783
103	любопытно	любопытный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@nns1982m-words#@nns1982m#3143.783#3144.074
104	по-человечески	по-человечески	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3144.074#3144.365
105	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3144.365#3144.656
106	а	а	CCONJ	_	_	_	_	_	@nns1982m-words#@nns1982m#3144.656#3144.947
107	Крюк	крюк	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3144.947#3145.238
108	хороший	хороший	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3145.238#3145.529
109	чувак	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3145.529#3145.82
110	?	?	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3145.82#3146.13
111	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@nns1982m-words#@nns1982m#3165.0#3165.267
112	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3165.267#3165.534
113	/	/	PUNCT	_	_	_	_	_	@nns1982m-words#@nns1982m#3165.534#3165.801
114	от	от	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3165.801#3166.068
115	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@nns1982m-words#@nns1982m#3166.068#3166.335
116	тоже	тоже	PART	_	_	_	_	_	@nns1982m-words#@nns1982m#3166.335#3166.602
117	пойдёт	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3166.602#3166.869
118	по	по	ADP	_	_	_	_	_	@nns1982m-words#@nns1982m#3166.869#3167.136
119	наследству	наследство	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3167.136#3167.41
120	дай	дать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nns1982m-words#@nns1982m#3168.72#3168.95
121	бог	бог	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nns1982m-words#@nns1982m#3168.95#3169.18
122	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2909.84#2910.156
123	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2910.156#2910.472
124	классический	классический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2910.472#2910.788
125	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2910.788#2911.104
126	ещё	еще	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2911.104#2911.42
127	советских	советский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2911.42#2911.736
128	времен	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2911.736#2912.052
129	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2912.052#2912.368
130	анекдот	анекдот	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2912.368#2912.684
131	про	про	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2912.684#2913.0
132	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2913.0#2913.316
133	как	как	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2913.316#2913.632
134	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2913.632#2913.948
135	отвечать	отвечать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2913.948#2914.264
136	на	на	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2914.264#2914.58
137	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2914.58#2914.896
138	назовите	назвать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2914.896#2915.212
139	с…	с…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2915.212#2915.528
140	тридцать	тридцать	NUM	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#2915.528#2915.844
141	самых	самый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2915.844#2916.16
142	великих	великий	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.16#2916.476
143	коммунистов	коммунист	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.476#2916.792
144	всех	весь	DET	_	Case=Gen|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2916.792#2917.108
145	времён	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2917.108#2917.424
146	да	да	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2917.424#2917.74
147	Маркс	Маркс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2917.76#2917.954
148	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2917.954#2918.148
149	Энгельс	Энгельс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2918.148#2918.342
150	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2918.342#2918.536
151	Ленин	Ленин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2918.536#2918.73
152	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2918.73#2918.924
153	двадцать шесть	двадцать шесть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2918.924#2919.118
154	бакинских	бакинский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2919.118#2919.312
155	комиссаров	комиссар	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2919.312#2919.506
156	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2919.506#2919.7
157	и	и	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2919.7#2919.894
158	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2919.894#2920.088
159	товарищ	товарищ	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2920.088#2920.282
160	начальник	начальник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2920.282#2920.48
161	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2922.94#2923.23
162	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2923.23#2923.52
163	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2923.52#2923.81
164	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2923.81#2924.1
165	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2924.1#2924.39
166	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2924.39#2924.68
167	вопросы	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2924.68#2924.97
168	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2924.97#2925.26
169	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2925.26#2925.55
170	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2925.55#2925.84
171	таким	такой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2925.84#2926.13
172	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2926.13#2926.42
173	большим	большой	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2926.42#2926.71
174	подвохом	подвох	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2926.71#2927.0
175	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2928.59#2928.829
176	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2928.829#2929.068
177	что	что	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2929.068#2929.307
178	чукча	чукча	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2929.307#2929.546
